dataset,noniid,seed,method,accuracy,f1_score,ece
dermamnist,mild,342,Local-Weak,0.6520438683948155,0.11276834209845676,0.16739917865184584
dermamnist,mild,342,Local-Best,0.6520438683948155,0.11276834209845676,0.16739917865184584
dermamnist,mild,342,Local-Medium,0.11864406779661017,0.030303030303030304,0.4957303313885705
dermamnist,mild,342,Local-Strong,0.6011964107676969,0.2149289914604542,0.10746512539008797
dermamnist,mild,342,FedAvg,0.6779661016949152,0.21077970726446774,0.06697291629026798
dermamnist,mild,342,FedProx,0.6520438683948155,0.11276834209845676,0.11671414397887195
dermamnist,mild,342,FedMD,0.6610169491525424,0.15394632224546898,0.13742617726444845
dermamnist,mild,342,Ours,0.6550348953140578,0.11972203595469552,0.07515851444641827
dermamnist,mild,342,EqualWt-Ens,0.6520438683948155,0.11276834209845676,0.13034804529349805
dermamnist,mild,342,Ours-Dropout,0.6520438683948155,0.11276834209845676,0.05054356468282454
dermamnist,mild,342,Abl:No CapMul,0.6520438683948155,0.11276834209845676,0.09568657787704278
dermamnist,mild,342,Abl:No Conf,0.6530408773678963,0.11512215320910972,0.0885485832617504
dermamnist,mild,342,Abl:No ECE,0.6550348953140578,0.12179605780033732,0.07333925633820321
dermamnist,mild,342,Abl:No Bonus,0.654037886340977,0.1236181445399153,0.034546468098641384
dermamnist,mild,342,Abl:No PoC,0.6999002991026919,0.28413109015608085,0.19761163471703044
dermamnist,mild,442,Centralized,0.6809571286141576,0.4472411529867023,0.040457116850351874
dermamnist,mild,442,Local-Weak,0.6520438683948155,0.11276834209845676,0.3226345075091954
dermamnist,mild,442,Local-Best,0.6520438683948155,0.11276834209845676,0.3226345075091954
dermamnist,mild,442,Local-Medium,0.12362911266201396,0.03143617695525415,0.2805926008809243
dermamnist,mild,442,Local-Strong,0.6301096709870389,0.17857228277333195,0.18687135572447733
dermamnist,mild,442,FedAvg,0.6600199401794616,0.18794664613756687,0.03580683184525785
dermamnist,mild,442,FedProx,0.6530408773678963,0.11512215320910972,0.06549289427393097
dermamnist,mild,442,FedMD,0.6520438683948155,0.11276834209845676,0.08874740872758692
dermamnist,mild,442,Ours,0.6450648055832503,0.15691846101457424,0.17753871939593513
dermamnist,mild,442,EqualWt-Ens,0.6530408773678963,0.12498601701986588,0.2536968373111333
dermamnist,mild,442,Ours-Dropout,0.6520438683948155,0.12660040431266847,0.13456252404485838
dermamnist,mild,442,Abl:No CapMul,0.6450648055832503,0.14630125610899447,0.19566400683413473
dermamnist,mild,442,Abl:No Conf,0.6470588235294118,0.14936462361310868,0.2115541736066995
dermamnist,mild,442,Abl:No ECE,0.6430707876370887,0.14950769719377105,0.19172675846699822
dermamnist,mild,442,Abl:No Bonus,0.6390827517447657,0.15794316007081965,0.12975950766417937
dermamnist,mild,442,Abl:No PoC,0.6570289132602194,0.18399687472796553,0.11352083384099297
dermamnist,moderate,42,Centralized,0.7098703888334995,0.3250481363785071,0.056123202189372286
dermamnist,moderate,42,Local-Weak,0.6520438683948155,0.11276834209845676,0.10948877462955675
dermamnist,moderate,42,Local-Best,0.6520438683948155,0.11276834209845676,0.10948877462955675
dermamnist,moderate,42,Local-Medium,0.12362911266201396,0.03143617695525415,0.218419740973774
dermamnist,moderate,42,Local-Strong,0.5992023928215354,0.26856402809982005,0.10086254194631415
dermamnist,moderate,42,FedAvg,0.6580259222333001,0.2065670242859652,0.06167033971366235
dermamnist,moderate,42,FedProx,0.6530408773678963,0.11532693803474203,0.08166489082343081
dermamnist,moderate,42,FedMD,0.6610169491525424,0.1683168853485248,0.27294656236174103
dermamnist,moderate,42,Ours,0.6490528414755733,0.1386835719096439,0.12355950115209563
dermamnist,moderate,42,EqualWt-Ens,0.6520438683948155,0.11276834209845676,0.17004090030552266
dermamnist,moderate,42,Ours-Dropout,0.6530408773678963,0.1305291062820692,0.30755262149652
dermamnist,moderate,42,Abl:No CapMul,0.6480558325024925,0.12095424293533343,0.12956408212928922
dermamnist,moderate,42,Abl:No Conf,0.6490528414755733,0.1283637280443735,0.1379578993957516
dermamnist,moderate,42,Abl:No ECE,0.6470588235294118,0.13398897316363617,0.12359749727092259
dermamnist,moderate,42,Abl:No Bonus,0.6470588235294118,0.1481847266657393,0.09330249917233809
dermamnist,moderate,42,Abl:No PoC,0.6959122632103689,0.23381063705435418,0.08136844311136074
dermamnist,moderate,142,Centralized,0.7138584247258225,0.3718295772304776,0.10668417013594779
dermamnist,moderate,142,Local-Weak,0.6520438683948155,0.11276834209845676,0.3115253554859523
dermamnist,moderate,142,Local-Best,0.6520438683948155,0.11276834209845676,0.3115253554859523
dermamnist,moderate,142,Local-Medium,0.6520438683948155,0.11276834209845676,0.22685070762249193
dermamnist,moderate,142,Local-Strong,0.5084745762711864,0.24141644772756102,0.1251517260003304
dermamnist,moderate,142,FedAvg,0.6550348953140578,0.15913155572886786,0.04155800364547569
dermamnist,moderate,142,FedProx,0.6520438683948155,0.176413416303996,0.03879902417495742
dermamnist,moderate,142,FedMD,0.6520438683948155,0.11276834209845676,0.22212186307160708
dermamnist,moderate,142,Ours,0.6570289132602194,0.16811220019377648,0.10363725202152521
dermamnist,moderate,142,EqualWt-Ens,0.6520438683948155,0.12161927877947296,0.1491461165048784
dermamnist,moderate,142,Ours-Dropout,0.6520438683948155,0.11276834209845676,0.10923545488926134
dermamnist,moderate,142,Abl:No CapMul,0.654037886340977,0.1304742608183534,0.13583009906209711
dermamnist,moderate,142,Abl:No Conf,0.6560319042871385,0.1628447468289084,0.11814726486519828
dermamnist,moderate,142,Abl:No ECE,0.6610169491525424,0.18120130900446216,0.1186101755734574
dermamnist,moderate,142,Abl:No Bonus,0.6640079760717846,0.18673359275092197,0.09316353168587387
dermamnist,moderate,142,Abl:No PoC,0.6899302093718843,0.3253288666751741,0.16726909371339901
dermamnist,moderate,242,Centralized,0.7337986041874377,0.43327418919794897,0.03811143040062777
dermamnist,moderate,242,Local-Weak,0.6520438683948155,0.11276834209845676,0.40558484623047075
dermamnist,moderate,242,Local-Best,0.6719840478564307,0.17690548357112987,0.16676266460214273
dermamnist,moderate,242,Local-Medium,0.5373878364905285,0.2559603069576079,0.09054432689014483
dermamnist,moderate,242,Local-Strong,0.6719840478564307,0.17690548357112987,0.16676266460214273
dermamnist,moderate,242,FedAvg,0.6480558325024925,0.1869650981398317,0.040380573552009
dermamnist,moderate,242,FedProx,0.6550348953140578,0.13834931317571444,0.0322277149852228
dermamnist,moderate,242,FedMD,0.6530408773678963,0.11512215320910972,0.15787541105645014
dermamnist,moderate,242,Ours,0.6699900299102692,0.15624910131423805,0.11323125831270266
dermamnist,moderate,242,EqualWt-Ens,0.6739780658025922,0.16334368740383778,0.16867463262463855
dermamnist,moderate,242,Ours-Dropout,0.6520438683948155,0.11276834209845676,0.14785823707328596
dermamnist,moderate,242,Abl:No CapMul,0.6739780658025922,0.1631586804000597,0.11929102077084786
dermamnist,moderate,242,Abl:No Conf,0.6759720837487537,0.16526721327669663,0.12900113176966713
dermamnist,moderate,242,Abl:No ECE,0.6689930209371885,0.15268220160607046,0.12086985855254671
dermamnist,moderate,242,Abl:No Bonus,0.67098703888335,0.15676665784544178,0.09891256089819034
dermamnist,moderate,242,Abl:No PoC,0.6530408773678963,0.11512215320910972,0.1135452261950416
dermamnist,moderate,342,Centralized,0.711864406779661,0.4202729989628256,0.02695815727218673
dermamnist,moderate,342,Local-Weak,0.6520438683948155,0.11276834209845676,0.3917104197463628
dermamnist,moderate,342,Local-Best,0.6520438683948155,0.11276834209845676,0.3917104197463628
dermamnist,moderate,342,Local-Medium,0.6450648055832503,0.2790698022991025,0.23293094775255985
dermamnist,moderate,342,Local-Strong,0.43968095712861416,0.21664335496942888,0.23484354979495106
dermamnist,moderate,342,FedAvg,0.6520438683948155,0.1694036894036894,0.0570427090494131
dermamnist,moderate,342,FedProx,0.6410767696909272,0.1863987375553108,0.09491314919496462
dermamnist,moderate,342,FedMD,0.6570289132602194,0.13346728540735456,0.17888844776842908
dermamnist,moderate,342,Ours,0.6999002991026919,0.31566234702885626,0.19323344030979264
dermamnist,moderate,342,EqualWt-Ens,0.67098703888335,0.27027242647890154,0.25125667577607563
dermamnist,moderate,342,Ours-Dropout,0.7008973080757727,0.2607530309240645,0.1842366120632244
dermamnist,moderate,342,Abl:No CapMul,0.6989032901296112,0.3081722272200608,0.1850351930437155
dermamnist,moderate,342,Abl:No Conf,0.6999002991026919,0.3082401587027399,0.22792125742135946
dermamnist,moderate,342,Abl:No ECE,0.6640079760717846,0.28053535903503923,0.2058197845252656
dermamnist,moderate,342,Abl:No Bonus,0.6989032901296112,0.3143944553651245,0.1430859047982652
dermamnist,moderate,342,Abl:No PoC,0.674975074775673,0.27618431445392727,0.17435890543139945
dermamnist,moderate,442,Centralized,0.6809571286141576,0.4472411529867023,0.040457116850351874
dermamnist,moderate,442,Local-Weak,0.026919242273180457,0.007489597780859917,0.15915151285091164
dermamnist,moderate,442,Local-Best,0.6719840478564307,0.33974617551150993,0.09562614631438898
dermamnist,moderate,442,Local-Medium,0.6719840478564307,0.33974617551150993,0.09562614631438898
dermamnist,moderate,442,Local-Strong,0.6450648055832503,0.20782914092965837,0.1267086467441034
dermamnist,moderate,442,FedAvg,0.6520438683948155,0.11276834209845676,0.10642385060860887
dermamnist,moderate,442,FedProx,0.6530408773678963,0.11751413858447633,0.051834081040541165
dermamnist,moderate,442,FedMD,0.6530408773678963,0.1230405205560485,0.15308680937273556
dermamnist,moderate,442,Ours,0.6759720837487537,0.21687609806834487,0.08483760672457077
dermamnist,moderate,442,EqualWt-Ens,0.6889332003988036,0.2520201157868347,0.171762100275112
dermamnist,moderate,442,Ours-Dropout,0.6729810568295115,0.2526431622024639,0.21003238240243904
dermamnist,moderate,442,Abl:No CapMul,0.6869391824526421,0.24254478866549314,0.09469718416987484
dermamnist,moderate,442,Abl:No Conf,0.6779661016949152,0.2237696807846179,0.14282419022213544
dermamnist,moderate,442,Abl:No ECE,0.6769690927218345,0.2183523307549789,0.08292978645440709
dermamnist,moderate,442,Abl:No Bonus,0.6769690927218345,0.219177659707265,0.05755961422668258
dermamnist,moderate,442,Abl:No PoC,0.7038883349950149,0.33580305159326684,0.09077661049924604
dermamnist,severe,42,Centralized,0.7098703888334995,0.3250481363785071,0.056123202189372286
dermamnist,severe,42,Local-Weak,0.12362911266201396,0.03143617695525415,0.3309548898327981
dermamnist,severe,42,Local-Best,0.6849451645064806,0.23198356237020018,0.22398233794025033
dermamnist,severe,42,Local-Medium,0.6849451645064806,0.23198356237020018,0.22398233794025033
dermamnist,severe,42,Local-Strong,0.026919242273180457,0.007548224769359798,0.894805096141838
dermamnist,severe,42,FedAvg,0.6520438683948155,0.11276834209845676,0.09474216988412355
dermamnist,severe,42,FedProx,0.6520438683948155,0.11276834209845676,0.05748175819992185
dermamnist,severe,42,FedMD,0.6630109670987039,0.1840278328916694,0.3123686543014922
dermamnist,severe,42,Ours,0.6899302093718843,0.24492210238737194,0.18912141718869196
dermamnist,severe,42,EqualWt-Ens,0.6679960119641076,0.2237905436706838,0.2557466822274304
dermamnist,severe,42,Ours-Dropout,0.6869391824526421,0.22318715567247854,0.1678145934613134
dermamnist,severe,42,Abl:No CapMul,0.6919242273180458,0.2402007495604826,0.18199783153571966
dermamnist,severe,42,Abl:No Conf,0.6859421734795613,0.23657766901652857,0.20267721648111656
dermamnist,severe,42,Abl:No ECE,0.6520438683948155,0.21949110551637777,0.24191335794457405
dermamnist,severe,42,Abl:No Bonus,0.6909272183449651,0.23417977443468474,0.13978374776906768
dermamnist,severe,42,Abl:No PoC,0.6929212362911267,0.23806246476834714,0.11865600744487043
dermamnist,severe,142,Centralized,0.7138584247258225,0.3718295772304776,0.10668417013594779
dermamnist,severe,142,Local-Weak,0.6520438683948155,0.11276834209845676,0.28037811389354506
dermamnist,severe,142,Local-Best,0.7048853439680958,0.38738302156536836,0.06171216737712965
dermamnist,severe,142,Local-Medium,0.11864406779661017,0.030303030303030304,0.80489211365328
dermamnist,severe,142,Local-Strong,0.7048853439680958,0.38738302156536836,0.06171216737712965
dermamnist,severe,142,FedAvg,0.6520438683948155,0.11276834209845676,0.21060417950569335
dermamnist,severe,142,FedProx,0.6520438683948155,0.11276834209845676,0.1147740702567286
dermamnist,severe,142,FedMD,0.42971086739780656,0.12398069220499128,0.09587735175373308
dermamnist,severe,142,Ours,0.6350947158524427,0.241983219697607,0.20000724044302526
dermamnist,severe,142,EqualWt-Ens,0.4666001994017946,0.13969392888347584,0.208569849208963
dermamnist,severe,142,Ours-Dropout,0.12063808574277168,0.03122822299651568,0.24464942679804558
dermamnist,severe,142,Abl:No CapMul,0.613160518444666,0.22687571994256098,0.23572929659607636
dermamnist,severe,142,Abl:No Conf,0.654037886340977,0.24686557968683273,0.21838498953451307
dermamnist,severe,142,Abl:No ECE,0.423728813559322,0.13151235986387882,0.03941642450668279
dermamnist,severe,142,Abl:No Bonus,0.6580259222333001,0.24829558044459724,0.14009742578445142
dermamnist,severe,142,Abl:No PoC,0.6610169491525424,0.21729091315986215,0.08013421380270279
dermamnist,severe,242,Centralized,0.7337986041874377,0.43327418919794897,0.03811143040062777
dermamnist,severe,242,Local-Weak,0.6520438683948155,0.11276834209845676,0.25708372464565077
dermamnist,severe,242,Local-Best,0.6520438683948155,0.11276834209845676,0.25708372464565077
dermamnist,severe,242,Local-Medium,0.12362911266201396,0.03143617695525415,0.27920640545970543
dermamnist,severe,242,Local-Strong,0.01296111665004985,0.003655793025871766,0.8242444049563271
dermamnist,severe,242,FedAvg,0.6530408773678963,0.19842687074829932,0.12117162539975594
dermamnist,severe,242,FedProx,0.6410767696909272,0.121616462367786,0.15315791723854164
dermamnist,severe,242,FedMD,0.4695912263210369,0.16219967865422485,0.1534394777546138
dermamnist,severe,242,Ours,0.6520438683948155,0.11276834209845676,0.17399998301879716
dermamnist,severe,242,EqualWt-Ens,0.6520438683948155,0.11276834209845676,0.1263549964306718
dermamnist,severe,242,Ours-Dropout,0.6520438683948155,0.11276834209845676,0.22469773350779343
dermamnist,severe,242,Abl:No CapMul,0.6520438683948155,0.11276834209845676,0.19510084129164246
dermamnist,severe,242,Abl:No Conf,0.6520438683948155,0.11276834209845676,0.10912225931021174
dermamnist,severe,242,Abl:No ECE,0.6520438683948155,0.11276834209845676,0.14933544210161076
dermamnist,severe,242,Abl:No Bonus,0.6520438683948155,0.11276834209845676,0.12280496363625572
dermamnist,severe,242,Abl:No PoC,0.654037886340977,0.2673792394655704,0.2146238064837242
dermamnist,severe,342,Centralized,0.711864406779661,0.4202729989628256,0.02695815727218673
dermamnist,severe,342,Local-Weak,0.049850448654037885,0.0135666802333469,0.1580494198342739
dermamnist,severe,342,Local-Best,0.678963110667996,0.26921219833250726,0.21775945738804778
dermamnist,severe,342,Local-Medium,0.678963110667996,0.26921219833250726,0.21775945738804778
dermamnist,severe,342,Local-Strong,0.11764705882352941,0.04747042933200451,0.6257804036140442
dermamnist,severe,342,FedAvg,0.6570289132602194,0.14594349134513998,0.1468372390431873
dermamnist,severe,342,FedProx,0.6570289132602194,0.1504597305702278,0.056545188396069715
dermamnist,severe,342,FedMD,0.6610169491525424,0.1877161898451893,0.35907712641171186
dermamnist,severe,342,Ours,0.6590229312063809,0.25151297518411875,0.2190029569720461
dermamnist,severe,342,EqualWt-Ens,0.5932203389830508,0.23932983108072983,0.2578374458512186
dermamnist,severe,342,Ours-Dropout,0.6729810568295115,0.23626851234342058,0.18769824766328302
dermamnist,severe,342,Abl:No CapMul,0.6580259222333001,0.2418313291110892,0.21523337507414314
dermamnist,severe,342,Abl:No Conf,0.6610169491525424,0.255882928335671,0.2644933381768785
dermamnist,severe,342,Abl:No ECE,0.5892323030907278,0.24486462297090733,0.22096988731105685
dermamnist,severe,342,Abl:No Bonus,0.6560319042871385,0.23529080048533343,0.17375230991234214
dermamnist,severe,342,Abl:No PoC,0.6759720837487537,0.2613030568853779,0.216359412563168
dermamnist,severe,442,Centralized,0.6809571286141576,0.4472411529867023,0.040457116850351874
dermamnist,severe,442,Local-Weak,0.11864406779661017,0.030303030303030304,0.20040940329179924
dermamnist,severe,442,Local-Best,0.6889332003988036,0.2928309790838739,0.11519642663025784
dermamnist,severe,442,Local-Medium,0.026919242273180457,0.007489597780859917,0.4753619466916633
dermamnist,severe,442,Local-Strong,0.6889332003988036,0.2928309790838739,0.11519642663025784
dermamnist,severe,442,FedAvg,0.67098703888335,0.17032897851955778,0.11034413901782582
dermamnist,severe,442,FedProx,0.6470588235294118,0.13327845256015217,0.1101554891285844
dermamnist,severe,442,FedMD,0.650049850448654,0.1132435953104646,0.29543121169476305
dermamnist,severe,442,Ours,0.6759720837487537,0.16726674043885456,0.19443194345308323
dermamnist,severe,442,EqualWt-Ens,0.6729810568295115,0.19754448724639184,0.3303249479528676
dermamnist,severe,442,Ours-Dropout,0.6729810568295115,0.163594156246131,0.19555845098980404
dermamnist,severe,442,Abl:No CapMul,0.6739780658025922,0.164762769963235,0.23216229834680188
dermamnist,severe,442,Abl:No Conf,0.6759720837487537,0.174388277853238,0.2749806759602289
dermamnist,severe,442,Abl:No ECE,0.6769690927218345,0.16820941574599385,0.22057867810828377
dermamnist,severe,442,Abl:No Bonus,0.6769690927218345,0.16813561188584503,0.13410276147803427
dermamnist,severe,442,Abl:No PoC,0.7068793619142573,0.2834502724623953,0.2761533147138232
pneumoniamnist,mild,adv_42,No attack (Ours),0.6858974358974359,0.6857812307312863,0.04987746171462229
pneumoniamnist,mild,adv_42,No attack (EqualWt),0.7115384615384616,0.7107778510217535,0.10576758954005361
pneumoniamnist,mild,adv_42,Lazy (Ours),0.6378205128205128,0.38943248532289626,0.1858179859625988
pneumoniamnist,mild,adv_42,Lazy (EqualWt),0.6378205128205128,0.38943248532289626,0.14376857800361442
pneumoniamnist,mild,adv_42,Inflated (Ours),0.6378205128205128,0.38943248532289626,0.1996661715018444
pneumoniamnist,mild,adv_42,Inflated (EqualWt),0.6378205128205128,0.38943248532289626,0.14376857800361442
pneumoniamnist,mild,adv_42,Spoofed (no PoC),0.6378205128205128,0.38943248532289626,0.21771690173026848
pneumoniamnist,mild,adv_42,Spoofed (with PoC),0.6378205128205128,0.38943248532289626,0.12199065012809562
pneumoniamnist,mild,adv_42,"Spoofed (EqualWt, no PoC)",0.6378205128205128,0.38943248532289626,0.1714093379485302
pneumoniamnist,moderate,adv_42,No attack (Ours),0.6378205128205128,0.38943248532289626,0.3197553906685267
pneumoniamnist,moderate,adv_42,No attack (EqualWt),0.6378205128205128,0.38943248532289626,0.32846655830358845
pneumoniamnist,moderate,adv_42,Lazy (Ours),0.6378205128205128,0.38943248532289626,0.048256426285474774
pneumoniamnist,moderate,adv_42,Lazy (EqualWt),0.6378205128205128,0.38943248532289626,0.02785494847175407
pneumoniamnist,moderate,adv_42,Inflated (Ours),0.6378205128205128,0.38943248532289626,0.1084397740853138
pneumoniamnist,moderate,adv_42,Inflated (EqualWt),0.6378205128205128,0.38943248532289626,0.02785494847175407
pneumoniamnist,moderate,adv_42,Spoofed (no PoC),0.6378205128205128,0.38943248532289626,0.3544376479127468
pneumoniamnist,moderate,adv_42,Spoofed (with PoC),0.6378205128205128,0.38943248532289626,0.34932765288230705
pneumoniamnist,moderate,adv_42,"Spoofed (EqualWt, no PoC)",0.6378205128205128,0.38943248532289626,0.353885541550624
pneumoniamnist,severe,adv_42,No attack (Ours),0.6378205128205128,0.38943248532289626,0.33151850027915764
pneumoniamnist,severe,adv_42,No attack (EqualWt),0.6378205128205128,0.38943248532289626,0.3321277193534069
pneumoniamnist,severe,adv_42,Lazy (Ours),0.6378205128205128,0.38943248532289626,0.12782875314736977
pneumoniamnist,severe,adv_42,Lazy (EqualWt),0.6378205128205128,0.38943248532289626,0.12795429046337423
pneumoniamnist,severe,adv_42,Inflated (Ours),0.6378205128205128,0.38943248532289626,0.063285523500198
pneumoniamnist,severe,adv_42,Inflated (EqualWt),0.6378205128205128,0.38943248532289626,0.12795429046337423
pneumoniamnist,severe,adv_42,Spoofed (no PoC),0.6378205128205128,0.38943248532289626,0.022783844898908612
pneumoniamnist,severe,adv_42,Spoofed (with PoC),0.6378205128205128,0.38943248532289626,0.31298044247504997
pneumoniamnist,severe,adv_42,"Spoofed (EqualWt, no PoC)",0.6378205128205128,0.38943248532289626,0.0011695929062671695
dermamnist,mild,adv_42,No attack (Ours),0.6620139581256231,0.1636807706009701,0.07766204210720654
dermamnist,mild,adv_42,No attack (EqualWt),0.6630109670987039,0.16884773181509802,0.11528153713060875
dermamnist,mild,adv_42,Lazy (Ours),0.6779661016949152,0.21725012655896273,0.16563091927012089
dermamnist,mild,adv_42,Lazy (EqualWt),0.6769690927218345,0.2088839678019641,0.25214948040894714
dermamnist,mild,adv_42,Inflated (Ours),0.6630109670987039,0.16901104167356337,0.2263586427849288
dermamnist,mild,adv_42,Inflated (EqualWt),0.6769690927218345,0.2088839678019641,0.25214948040894714
dermamnist,mild,adv_42,Spoofed (no PoC),0.678963110667996,0.22471355670441456,0.20235212742985187
dermamnist,mild,adv_42,Spoofed (with PoC),0.6839481555333998,0.2303962250351686,0.10904269079387127
dermamnist,mild,adv_42,"Spoofed (EqualWt, no PoC)",0.6490528414755733,0.20932658701726478,0.2869916824495804
dermamnist,moderate,adv_42,No attack (Ours),0.43469591226321036,0.09603087055005981,0.1460863854568953
dermamnist,moderate,adv_42,No attack (EqualWt),0.44865403788634095,0.0977247014812308,0.13890036393852082
dermamnist,moderate,adv_42,Lazy (Ours),0.6520438683948155,0.11276834209845676,0.15763086633216353
dermamnist,moderate,adv_42,Lazy (EqualWt),0.6520438683948155,0.11276834209845676,0.1898406935653325
dermamnist,moderate,adv_42,Inflated (Ours),0.6520438683948155,0.11276834209845676,0.170117905703285
dermamnist,moderate,adv_42,Inflated (EqualWt),0.6520438683948155,0.11276834209845676,0.1898406935653325
dermamnist,moderate,adv_42,Spoofed (no PoC),0.6520438683948155,0.11276834209845676,0.28715911364983226
dermamnist,moderate,adv_42,Spoofed (with PoC),0.6520438683948155,0.11276834209845676,0.13366251120182238
dermamnist,moderate,adv_42,"Spoofed (EqualWt, no PoC)",0.6520438683948155,0.11276834209845676,0.337029300563238
dermamnist,severe,adv_42,No attack (Ours),0.6759720837487537,0.22620395660316803,0.1930584731035432
dermamnist,severe,adv_42,No attack (EqualWt),0.6161515453639083,0.1842581449520598,0.2564653108863983
dermamnist,severe,adv_42,Lazy (Ours),0.6809571286141576,0.22799488152749023,0.14367816627679297
dermamnist,severe,adv_42,Lazy (EqualWt),0.6799601196410767,0.22403506327023606,0.23637464930742594
dermamnist,severe,adv_42,Inflated (Ours),0.6819541375872383,0.22596097457550662,0.23219094857023814
dermamnist,severe,adv_42,Inflated (EqualWt),0.6799601196410767,0.22403506327023606,0.23637464930742594
dermamnist,severe,adv_42,Spoofed (no PoC),0.678963110667996,0.2595906570159062,0.16448816876943895
dermamnist,severe,adv_42,Spoofed (with PoC),0.6779661016949152,0.22783446712018143,0.10487096203288673
dermamnist,severe,adv_42,"Spoofed (EqualWt, no PoC)",0.5583250249252243,0.13630861226573324,0.30461008955212915
