dataset,noniid,seed,method,accuracy,f1_score,ece
pneumoniamnist,mild,442,Local-Weak,0.6378205128205128,0.38943248532289626,0.014863698910444256
pneumoniamnist,mild,442,Local-Best,0.8012820512820513,0.7435843054082715,0.1672082210962589
pneumoniamnist,mild,442,Local-Medium,0.8012820512820513,0.7435843054082715,0.1672082210962589
pneumoniamnist,mild,442,Local-Strong,0.6378205128205128,0.38943248532289626,0.3621722750174694
pneumoniamnist,mild,442,FedAvg,0.7275641025641025,0.6144396144396145,0.21585409725323706
pneumoniamnist,mild,442,FedProx,0.6474358974358975,0.4175943524300842,0.328829200604023
pneumoniamnist,mild,442,FedMD,0.6378205128205128,0.38943248532289626,0.3553623251425915
pneumoniamnist,mild,442,Ours,0.6538461538461539,0.4356535137669994,0.1844836123860799
pneumoniamnist,mild,442,EqualWt-Ens,0.6410256410256411,0.3989680082559339,0.18585353019909978
pneumoniamnist,mild,442,Ours-Dropout,0.7884615384615384,0.7226293103448276,0.16351816344719666
pneumoniamnist,mild,442,Abl:No CapMul,0.657051282051282,0.44447957400782095,0.170083533685941
pneumoniamnist,mild,442,Abl:No Conf,0.6410256410256411,0.3989680082559339,0.1885763486990562
pneumoniamnist,mild,442,Abl:No ECE,0.6442307692307693,0.40835397625352354,0.20476006066952
pneumoniamnist,mild,442,Abl:No Bonus,0.6602564102564102,0.4531746031746032,0.1824979247191013
pneumoniamnist,mild,442,Abl:No PoC,0.6378205128205128,0.38943248532289626,0.21476719203667763
pneumoniamnist,moderate,42,Centralized,0.9134615384615384,0.9024085079762276,0.05693361430596079
pneumoniamnist,moderate,42,Local-Weak,0.6378205128205128,0.38943248532289626,0.35900661272880363
pneumoniamnist,moderate,42,Local-Best,0.6378205128205128,0.38943248532289626,0.35900661272880363
pneumoniamnist,moderate,42,Local-Medium,0.6378205128205128,0.38943248532289626,0.33830866141197014
pneumoniamnist,moderate,42,Local-Strong,0.6346153846153846,0.38823529411764707,0.2893098657711959
pneumoniamnist,moderate,42,FedAvg,0.7211538461538461,0.5973596380627457,0.24693110909981608
pneumoniamnist,moderate,42,FedProx,0.6378205128205128,0.38943248532289626,0.35509911103126335
pneumoniamnist,moderate,42,FedMD,0.8076923076923077,0.7609195402298851,0.2038470116945414
pneumoniamnist,moderate,42,Ours,0.6378205128205128,0.38943248532289626,0.14327700627155793
pneumoniamnist,moderate,42,EqualWt-Ens,0.6378205128205128,0.38943248532289626,0.13253721671226695
pneumoniamnist,moderate,42,Ours-Dropout,0.6378205128205128,0.38943248532289626,0.04770020796702457
pneumoniamnist,moderate,42,Abl:No CapMul,0.6378205128205128,0.38943248532289626,0.09433844609138298
pneumoniamnist,moderate,42,Abl:No Conf,0.6378205128205128,0.38943248532289626,0.04888931298867254
pneumoniamnist,moderate,42,Abl:No ECE,0.6378205128205128,0.38943248532289626,0.05616520211482658
pneumoniamnist,moderate,42,Abl:No Bonus,0.6378205128205128,0.38943248532289626,0.14221880030937684
pneumoniamnist,moderate,42,Abl:No PoC,0.7756410256410257,0.7008547008547008,0.052132722276907704
pneumoniamnist,moderate,142,Centralized,0.8589743589743589,0.8314921196052438,0.12356203660751006
pneumoniamnist,moderate,142,Local-Weak,0.6378205128205128,0.38943248532289626,0.31580117268440056
pneumoniamnist,moderate,142,Local-Best,0.7948717948717948,0.7332050665383999,0.18111164103715843
pneumoniamnist,moderate,142,Local-Medium,0.7948717948717948,0.7332050665383999,0.18111164103715843
